date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-03-12,monthly,101,69,32,0,37,2.16,369,68.32,31.68,0.82,1.62,10,5,101,5,2.00,9.90,4.95,556,32,16,101,16,2.00,31.68,15.84,490,101,101,101,0,1.00,100.00,100.00,0,78,101,77.23,74,101,73.27,63,101,62.38,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.20,0.00,0.20,0.20,0.00,13.66,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),68.32
2024-03-13,monthly,101,39,61,1,-22,0.64,347,38.61,60.40,-0.35,2.03,19,5,101,14,3.80,18.81,4.95,570,46,19,101,27,2.42,45.54,18.81,517,101,101,101,0,1.00,100.00,100.00,0,42,101,41.58,58,101,57.43,51,101,50.50,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.10,0.10,0.20,0.15,0.05,7.72,Very Poor,Neutral,Neutral,38.61
2024-03-14,monthly,101,31,70,0,-39,0.44,308,30.69,69.31,-0.70,1.42,11,22,101,-11,0.50,10.89,21.78,559,28,56,101,-28,0.50,27.72,55.45,489,101,101,101,0,1.00,100.00,100.00,0,29,101,28.71,39,101,38.61,42,101,41.58,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.20,0.10,0.10,0.15,0.15,0.00,6.14,Very Poor,Weak Signal (Bearish),Neutral,30.69
2024-03-15,monthly,101,28,73,0,-45,0.38,263,27.72,72.28,-0.78,2.21,8,30,101,-22,0.27,7.92,29.70,537,12,66,101,-54,0.18,11.88,65.35,435,101,101,101,0,1.00,100.00,100.00,0,21,101,20.79,21,101,20.79,32,101,31.68,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.10,0.20,-0.10,0.15,0.20,-0.05,5.54,Very Poor,Weak Signal (Bearish),Neutral,27.72
2024-03-18,monthly,101,73,28,0,45,2.61,308,72.28,27.72,0.66,2.27,15,7,101,8,2.14,14.85,6.93,545,40,17,101,23,2.35,39.60,16.83,458,101,101,101,0,1.00,100.00,100.00,0,52,101,51.49,36,101,35.64,34,101,33.66,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.20,0.00,0.20,0.15,0.05,14.46,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),72.28
2024-03-19,monthly,101,64,37,0,27,1.73,335,63.37,36.63,0.14,1.41,8,21,101,-13,0.38,7.92,20.79,532,28,42,101,-14,0.67,27.72,41.58,444,101,101,101,0,1.00,100.00,100.00,0,73,101,72.28,51,101,50.50,49,101,48.51,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.10,0.10,0.20,0.15,0.05,12.67,Very Poor,Neutral,Neutral,63.37
2024-03-20,monthly,101,85,16,0,69,5.31,404,84.16,15.84,1.29,1.56,24,6,101,18,4.00,23.76,5.94,550,62,18,101,44,3.44,61.39,17.82,488,101,101,101,0,1.00,100.00,100.00,0,85,101,84.16,80,101,79.21,66,101,65.35,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.10,0.20,0.25,0.15,0.10,16.83,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),84.16
2024-03-21,monthly,101,72,28,1,44,2.57,448,71.29,27.72,0.69,2.08,36,1,101,35,36.00,35.64,0.99,585,89,8,101,81,11.12,88.12,7.92,569,101,101,101,0,1.00,100.00,100.00,0,81,101,80.20,85,101,84.16,75,101,74.26,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.20,0.40,0.30,0.10,0.20,0.25,0.15,0.10,14.26,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),71.29
2024-03-22,monthly,101,32,68,1,-36,0.47,412,31.68,67.33,-0.51,1.86,11,5,101,6,2.20,10.89,4.95,591,22,21,101,1,1.05,21.78,20.79,570,101,101,101,0,1.00,100.00,100.00,0,51,101,50.50,73,101,72.28,61,101,60.40,0,0,0,0,1,1,0,1,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.30,0.10,0.20,0.25,0.15,0.10,6.34,Very Poor,Weak Signal (Bearish),Neutral,31.68
2024-03-25,monthly,101,30,70,1,-40,0.43,372,29.70,69.31,-0.04,2.68,10,12,101,-2,0.83,9.90,11.88,589,11,60,101,-49,0.18,10.89,59.41,521,101,101,101,0,1.00,100.00,100.00,0,27,101,26.73,48,101,47.52,55,101,54.46,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.20,0.10,0.25,0.20,0.05,5.94,Very Poor,Weak Signal (Bearish),Neutral,29.70
2024-03-26,monthly,101,46,54,1,-8,0.85,364,45.54,53.47,-0.18,1.23,21,8,101,13,2.62,20.79,7.92,602,32,40,101,-8,0.80,31.68,39.60,513,101,101,101,0,1.00,100.00,100.00,0,36,101,35.64,41,101,40.59,53,101,52.48,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.20,0.10,0.25,0.20,0.05,9.11,Very Poor,Neutral,Neutral,45.54
2024-03-27,monthly,101,71,30,0,41,2.37,405,70.30,29.70,0.68,1.72,19,3,101,16,6.33,18.81,2.97,618,57,29,101,28,1.97,56.44,28.71,541,101,101,101,0,1.00,100.00,100.00,0,70,101,69.31,58,101,57.43,67,101,66.34,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.40,0.20,0.20,0.30,0.15,0.15,14.06,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),70.30
2024-03-28,monthly,101,55,46,0,9,1.20,414,54.46,45.54,-0.15,1.54,16,3,101,13,5.33,15.84,2.97,631,51,20,101,31,2.55,50.50,19.80,572,101,101,101,0,1.00,100.00,100.00,0,63,101,62.38,57,101,56.44,65,101,64.36,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.40,0.20,0.20,0.30,0.15,0.15,10.89,Very Poor,Neutral,Neutral,54.46
2024-04-01,monthly,101,39,62,0,-23,0.63,391,38.61,61.39,-0.16,1.40,17,11,101,6,1.55,16.83,10.89,637,37,49,101,-12,0.76,36.63,48.51,560,101,101,101,0,1.00,100.00,100.00,0,42,101,41.58,44,101,43.56,54,101,53.47,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.40,0.10,0.30,0.25,0.15,0.10,7.72,Very Poor,Neutral,Neutral,38.61
2024-04-02,monthly,101,16,85,0,-69,0.19,322,15.84,84.16,-0.98,1.27,5,27,101,-22,0.19,4.95,26.73,615,8,80,101,-72,0.10,7.92,79.21,488,101,101,101,0,1.00,100.00,100.00,0,24,101,23.76,28,101,27.72,36,101,35.64,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.20,0.10,0.25,0.20,0.05,3.17,Very Poor,Weak Signal (Bearish),Neutral,15.84
2024-04-03,monthly,101,53,48,0,5,1.10,327,52.48,47.52,0.14,1.52,7,27,101,-20,0.26,6.93,26.73,595,23,40,101,-17,0.57,22.77,39.60,471,101,101,101,0,1.00,100.00,100.00,0,37,101,36.63,35,101,34.65,38,101,37.62,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.20,0.10,0.25,0.15,0.10,10.50,Very Poor,Neutral,Neutral,52.48
2024-04-04,monthly,101,9,92,0,-83,0.10,244,8.91,91.09,-1.52,1.34,18,37,101,-19,0.49,17.82,36.63,576,66,57,101,9,1.16,65.35,56.44,480,101,101,101,0,1.00,100.00,100.00,0,6,101,5.94,11,101,10.89,19,101,18.81,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.40,-0.40,0.20,0.30,-0.10,0.25,0.20,0.05,1.78,Very Poor,Weak Signal (Bearish),Neutral,8.91
2024-04-05,monthly,101,78,23,0,55,3.39,299,77.23,22.77,0.94,1.82,6,31,101,-25,0.19,5.94,30.69,551,11,58,101,-47,0.19,10.89,57.43,433,101,101,101,0,1.00,100.00,100.00,0,57,101,56.44,37,101,36.63,35,101,34.65,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.30,-0.10,0.25,0.20,0.05,15.45,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),77.23
2024-04-08,monthly,101,51,50,0,1,1.02,300,50.50,49.50,0.25,1.28,9,14,101,-5,0.64,8.91,13.86,546,20,18,101,2,1.11,19.80,17.82,435,101,101,101,0,1.00,100.00,100.00,0,70,101,69.31,44,101,43.56,38,101,37.62,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.30,-0.10,0.25,0.20,0.05,10.10,Very Poor,Neutral,Neutral,50.50
2024-04-09,monthly,101,69,32,0,37,2.16,337,68.32,31.68,0.46,1.38,14,18,101,-4,0.78,13.86,17.82,542,56,28,101,28,2.00,55.45,27.72,463,101,101,101,0,1.00,100.00,100.00,0,71,101,70.30,65,101,64.36,47,101,46.53,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.20,0.00,0.25,0.20,0.05,13.66,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),68.32
2024-04-10,monthly,101,15,86,0,-71,0.17,266,14.85,85.15,-1.27,1.69,0,43,101,-43,0.00,0.00,42.57,499,6,75,101,-69,0.08,5.94,74.26,394,101,101,101,0,1.00,100.00,100.00,0,19,101,18.81,28,101,27.72,27,101,26.73,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.30,-0.10,0.25,0.25,0.00,2.97,Very Poor,Weak Signal (Bearish),Neutral,14.85
2024-04-11,monthly,101,76,25,0,51,3.04,317,75.25,24.75,1.05,1.58,11,16,101,-5,0.69,10.89,15.84,494,30,33,101,-3,0.91,29.70,32.67,391,101,101,101,0,1.00,100.00,100.00,0,51,101,50.50,56,101,55.45,49,101,48.51,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.20,0.30,-0.10,0.30,0.25,0.05,15.05,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),75.25
2024-04-12,monthly,101,4,97,0,-93,0.04,224,3.96,96.04,-1.91,1.36,5,41,101,-36,0.12,4.95,40.59,458,11,58,101,-47,0.19,10.89,57.43,344,101,101,101,0,1.00,100.00,100.00,0,7,101,6.93,13,101,12.87,19,101,18.81,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.40,-0.20,0.20,0.40,-0.20,0.30,0.30,0.00,0.79,Very Poor,Weak Signal (Bearish),Neutral,3.96
2024-04-15,monthly,101,11,89,1,-78,0.12,146,10.89,88.12,-1.55,1.66,2,61,101,-59,0.03,1.98,60.40,399,19,86,101,-67,0.22,18.81,85.15,277,101,101,101,0,1.00,100.00,100.00,0,1,101,0.99,2,101,1.98,5,101,4.95,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.60,-0.40,0.20,0.50,-0.30,0.30,0.30,0.00,2.18,Very Poor,Weak Signal (Bearish),Neutral,10.89
2024-04-16,monthly,101,44,57,0,-13,0.77,133,43.56,56.44,-0.09,1.17,0,53,101,-53,0.00,0.00,52.48,346,3,72,101,-69,0.04,2.97,71.29,208,101,101,101,0,1.00,100.00,100.00,0,21,101,20.79,6,101,5.94,7,101,6.93,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.60,-0.40,0.20,0.40,-0.20,0.25,0.30,-0.05,8.71,Very Poor,Neutral,Neutral,43.56
2024-04-17,monthly,101,27,74,0,-47,0.36,86,26.73,73.27,-1.12,2.10,0,50,101,-50,0.00,0.00,49.50,296,10,63,101,-53,0.16,9.90,62.38,155,101,101,101,0,1.00,100.00,100.00,0,28,101,27.72,8,101,7.92,7,101,6.93,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.60,-0.40,0.20,0.50,-0.30,0.25,0.35,-0.10,5.35,Very Poor,Weak Signal (Bearish),Neutral,26.73
2024-04-18,monthly,101,37,64,0,-27,0.58,59,36.63,63.37,-0.56,1.25,1,58,101,-57,0.02,0.99,57.43,239,24,62,101,-38,0.39,23.76,61.39,117,101,101,101,0,1.00,100.00,100.00,0,28,101,27.72,16,101,15.84,13,101,12.87,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.60,-0.60,0.20,0.40,-0.20,0.20,0.35,-0.15,7.33,Very Poor,Neutral,Neutral,36.63
2024-04-19,monthly,101,37,64,0,-27,0.58,32,36.63,63.37,-1.09,2.74,4,61,101,-57,0.07,3.96,60.40,182,24,68,101,-44,0.35,23.76,67.33,73,101,101,101,0,1.00,100.00,100.00,0,33,101,32.67,25,101,24.75,16,101,15.84,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.40,-0.40,0.10,0.40,-0.30,0.15,0.35,-0.20,7.33,Very Poor,Neutral,Neutral,36.63
2024-04-22,monthly,101,87,14,0,73,6.21,105,86.14,13.86,1.14,1.80,11,26,101,-15,0.42,10.89,25.74,167,36,28,101,8,1.29,35.64,27.72,81,101,101,101,0,1.00,100.00,100.00,0,67,101,66.34,45,101,44.55,25,101,24.75,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.20,0.40,-0.20,0.20,0.35,-0.15,17.23,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),86.14
2024-04-23,monthly,101,85,15,1,70,5.67,175,84.16,14.85,1.41,1.47,13,1,101,12,13.00,12.87,0.99,179,70,4,101,66,17.50,69.31,3.96,147,101,101,101,0,1.00,100.00,100.00,0,88,101,87.13,73,101,72.28,38,101,37.62,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.30,0.40,-0.10,0.25,0.30,-0.05,16.83,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),84.16
2024-04-24,monthly,101,59,41,1,18,1.44,193,58.42,40.59,0.46,2.56,16,4,101,12,4.00,15.84,3.96,191,73,24,101,49,3.04,72.28,23.76,196,101,101,101,0,1.00,100.00,100.00,0,77,101,76.24,84,101,83.17,50,101,49.50,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.30,0.00,0.25,0.30,-0.05,11.68,Very Poor,Neutral,Neutral,58.42
2024-04-25,monthly,101,43,58,0,-15,0.74,178,42.57,57.43,-0.17,2.00,13,16,101,-3,0.81,12.87,15.84,188,33,52,101,-19,0.63,32.67,51.49,177,101,101,101,0,1.00,100.00,100.00,0,45,101,44.55,70,101,69.31,47,101,46.53,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.20,0.30,-0.10,0.20,0.30,-0.10,8.51,Very Poor,Neutral,Neutral,42.57
2024-04-26,monthly,101,69,32,0,37,2.16,215,68.32,31.68,0.79,2.94,9,10,101,-1,0.90,8.91,9.90,187,47,18,101,29,2.61,46.53,17.82,206,101,101,101,0,1.00,100.00,100.00,0,63,101,62.38,69,101,68.32,63,101,62.38,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.20,0.20,0.00,0.20,0.30,-0.10,13.66,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),68.32
2024-04-29,monthly,101,60,40,1,20,1.50,235,59.41,39.60,0.45,1.97,17,6,101,11,2.83,16.83,5.94,198,48,7,101,41,6.86,47.52,6.93,247,101,101,101,0,1.00,100.00,100.00,0,72,101,71.29,71,101,70.30,68,101,67.33,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.10,0.10,0.20,0.30,-0.10,11.88,Very Poor,Neutral,Neutral,59.41
2024-04-30,monthly,101,9,90,2,-81,0.10,154,8.91,89.11,-1.92,2.60,9,14,101,-5,0.64,8.91,13.86,193,23,51,101,-28,0.45,22.77,50.50,219,101,101,101,0,1.00,100.00,100.00,0,20,101,19.80,31,101,30.69,45,101,44.55,0,0,0,0,1,1,0,1,0,1,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.20,0.20,0.00,0.20,0.30,-0.10,1.78,Very Poor,Weak Signal (Bearish),Neutral,8.91
2024-05-01,monthly,101,44,57,0,-13,0.77,141,43.56,56.44,-0.83,2.83,13,22,101,-9,0.59,12.87,21.78,184,24,73,101,-49,0.33,23.76,72.28,170,101,101,101,0,1.00,100.00,100.00,0,20,101,19.80,25,101,24.75,40,101,39.60,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.20,-0.20,0.20,0.10,0.10,0.20,0.30,-0.10,8.71,Very Poor,Neutral,Neutral,43.56
2024-05-02,monthly,101,75,26,0,49,2.88,190,74.26,25.74,1.21,2.54,10,14,101,-4,0.71,9.90,13.86,180,20,35,101,-15,0.57,19.80,34.65,155,101,101,101,0,1.00,100.00,100.00,0,65,101,64.36,44,101,43.56,53,101,52.48,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.20,0.00,0.30,0.10,0.20,0.25,0.25,0.00,14.85,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),74.26
2024-05-03,monthly,101,85,16,0,69,5.31,259,84.16,15.84,1.45,2.28,26,3,101,23,8.67,25.74,2.97,203,68,11,101,57,6.18,67.33,10.89,212,101,101,101,0,1.00,100.00,100.00,0,86,101,85.15,74,101,73.27,66,101,65.35,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.20,0.20,0.40,0.10,0.30,0.25,0.25,0.00,16.83,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),84.16
2024-05-06,monthly,101,75,26,0,49,2.88,308,74.26,25.74,0.95,1.72,30,2,101,28,15.00,29.70,1.98,231,64,10,101,54,6.40,63.37,9.90,266,101,101,101,0,1.00,100.00,100.00,0,80,101,79.21,79,101,78.22,70,101,69.31,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.20,0.40,0.40,0.10,0.30,0.30,0.25,0.05,14.85,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),74.26
2024-05-07,monthly,101,55,45,1,10,1.22,318,54.46,44.55,-0.02,2.39,33,4,101,29,8.25,32.67,3.96,260,63,16,101,47,3.94,62.38,15.84,313,101,101,101,0,1.00,100.00,100.00,0,68,101,67.33,86,101,85.15,73,101,72.28,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.30,0.10,0.20,0.30,0.25,0.05,10.89,Very Poor,Neutral,Neutral,54.46
2024-05-08,monthly,101,45,56,0,-11,0.80,307,44.55,55.45,-0.45,2.31,15,7,101,8,2.14,14.85,6.93,268,37,34,101,3,1.09,36.63,33.66,316,101,101,101,0,1.00,100.00,100.00,0,44,101,43.56,71,101,70.30,65,101,64.36,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.60,0.00,0.60,0.30,0.10,0.20,0.30,0.20,0.10,8.91,Very Poor,Neutral,Neutral,44.55
2024-05-09,monthly,101,66,35,0,31,1.89,338,65.35,34.65,0.49,2.11,15,2,101,13,7.50,14.85,1.98,281,38,26,101,12,1.46,37.62,25.74,328,101,101,101,0,1.00,100.00,100.00,0,58,101,57.43,69,101,68.32,72,101,71.29,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.40,0.00,0.40,0.30,0.10,0.20,0.25,0.20,0.05,13.07,Very Poor,Neutral,Neutral,65.35
2024-05-10,monthly,101,62,39,0,23,1.59,361,61.39,38.61,0.22,1.53,33,4,101,29,8.25,32.67,3.96,310,64,18,101,46,3.56,63.37,17.82,374,101,101,101,0,1.00,100.00,100.00,0,68,101,67.33,66,101,65.35,75,101,74.26,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.30,0.10,0.20,0.25,0.15,0.10,12.28,Very Poor,Neutral,Neutral,61.39
2024-05-13,monthly,101,56,45,0,11,1.24,372,55.45,44.55,0.29,1.55,32,3,101,29,10.67,31.68,2.97,339,56,20,101,36,2.80,55.45,19.80,410,101,101,101,0,1.00,100.00,100.00,0,56,101,55.45,66,101,65.35,70,101,69.31,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.30,0.10,0.20,0.25,0.10,0.15,11.09,Very Poor,Neutral,Neutral,55.45
2024-05-14,monthly,101,56,44,1,12,1.27,384,55.45,43.56,0.38,1.31,22,4,101,18,5.50,21.78,3.96,357,38,42,101,-4,0.90,37.62,41.58,406,101,101,101,0,1.00,100.00,100.00,0,57,101,56.44,67,101,66.34,72,101,71.29,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.30,0.00,0.30,0.25,0.10,0.15,11.09,Very Poor,Neutral,Neutral,55.45
2024-05-15,monthly,101,77,24,0,53,3.21,437,76.24,23.76,1.33,2.25,43,0,101,43,,42.57,0.00,400,63,21,101,42,3.00,62.38,20.79,448,101,101,101,0,1.00,100.00,100.00,0,72,101,71.29,80,101,79.21,80,101,79.21,0,0,0,0,1,1,1,0,1,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.40,0.00,0.40,0.30,0.05,0.25,15.25,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),76.24
2024-05-16,monthly,101,48,53,0,-5,0.91,432,47.52,52.48,-0.08,1.38,38,2,101,36,19.00,37.62,1.98,436,51,16,101,35,3.19,50.50,15.84,483,101,101,101,0,1.00,100.00,100.00,0,66,101,65.35,73,101,72.28,79,101,78.22,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.30,0.00,0.30,0.30,0.05,0.25,9.50,Very Poor,Neutral,Neutral,47.52
2024-05-17,monthly,101,50,50,1,0,1.00,432,49.50,49.50,0.04,1.47,20,4,101,16,5.00,19.80,3.96,452,26,36,101,-10,0.72,25.74,35.64,473,101,101,101,0,1.00,100.00,100.00,0,49,101,48.51,71,101,70.30,78,101,77.23,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.20,0.00,0.20,0.30,0.05,0.25,9.90,Very Poor,Neutral,Neutral,49.50
2024-05-20,monthly,101,70,31,0,39,2.26,471,69.31,30.69,0.62,1.57,31,5,101,26,6.20,30.69,4.95,478,43,28,101,15,1.54,42.57,27.72,488,101,101,101,0,1.00,100.00,100.00,0,67,101,66.34,72,101,71.29,75,101,74.26,0,0,0,0,1,1,1,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.00,0.10,0.25,0.05,0.20,13.86,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),69.31
2024-05-21,monthly,101,46,54,1,-8,0.85,463,45.54,53.47,-0.19,1.45,20,11,101,9,1.82,19.80,10.89,487,38,37,101,1,1.03,37.62,36.63,489,101,101,101,0,1.00,100.00,100.00,0,51,101,50.50,63,101,62.38,76,101,75.25,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.20,0.00,0.20,0.10,0.00,0.10,0.20,0.05,0.15,9.11,Very Poor,Neutral,Neutral,45.54
2024-05-22,monthly,101,45,56,0,-11,0.80,452,44.55,55.45,-0.03,2.04,28,11,101,17,2.55,27.72,10.89,504,43,37,101,6,1.16,42.57,36.63,495,101,101,101,0,1.00,100.00,100.00,0,46,101,45.54,57,101,56.44,68,101,67.33,0,0,0,0,1,1,0,0,0,0,monthly,NASDAQ100,12;3;1,3;6;12,0.00,0.00,0.00,0.10,0.00,0.10,0.20,0.05,0.15,8.91,Very Poor,Neutral,Neutral,44.55
