date,timeframe,monthly_mb_total_stocks,monthly_mb_advancing_stocks,monthly_mb_declining_stocks,monthly_mb_unchanged_stocks,monthly_mb_net_advances,monthly_mb_ad_ratio,monthly_mb_ad_line,monthly_mb_advance_pct,monthly_mb_decline_pct,monthly_mb_avg_pct_change,monthly_mb_pct_change_volatility,monthly_mb_long_new_highs,monthly_mb_long_new_lows,monthly_mb_total_stocks_hl_long,monthly_mb_net_long_new_highs,monthly_mb_hl_ratio_long,monthly_mb_long_new_highs_pct,monthly_mb_long_new_lows_pct,monthly_mb_net_hl_line_long,monthly_mb_medium_new_highs,monthly_mb_medium_new_lows,monthly_mb_total_stocks_hl_medium,monthly_mb_net_medium_new_highs,monthly_mb_hl_ratio_medium,monthly_mb_medium_new_highs_pct,monthly_mb_medium_new_lows_pct,monthly_mb_net_hl_line_medium,monthly_mb_short_new_highs,monthly_mb_short_new_lows,monthly_mb_total_stocks_hl_short,monthly_mb_net_short_new_highs,monthly_mb_hl_ratio_short,monthly_mb_short_new_highs_pct,monthly_mb_short_new_lows_pct,monthly_mb_net_hl_line_short,monthly_mb_stocks_above_ma_3,monthly_mb_total_stocks_ma_3,monthly_mb_pct_above_ma_3,monthly_mb_stocks_above_ma_6,monthly_mb_total_stocks_ma_6,monthly_mb_pct_above_ma_6,monthly_mb_stocks_above_ma_12,monthly_mb_total_stocks_ma_12,monthly_mb_pct_above_ma_12,monthly_mb_long_new_highs_gt_100,monthly_mb_long_success_condition,monthly_mb_medium_new_highs_gt_100,monthly_mb_medium_success_condition,monthly_mb_short_new_highs_gt_100,monthly_mb_short_success_condition,monthly_mb_ad_ratio_gt_2_0,monthly_mb_ad_ratio_lt_0_5,monthly_mb_strong_advance_breadth,monthly_mb_weak_advance_breadth,monthly_mb_timeframe,monthly_mb_universe,monthly_mb_hl_periods,monthly_mb_ma_periods,monthly_mb_bullish_momentum_5d,monthly_mb_bearish_momentum_5d,monthly_mb_net_momentum_5d,monthly_mb_bullish_momentum_10d,monthly_mb_bearish_momentum_10d,monthly_mb_net_momentum_10d,monthly_mb_bullish_momentum_20d,monthly_mb_bearish_momentum_20d,monthly_mb_net_momentum_20d,monthly_mb_overall_breadth_score,monthly_mb_breadth_rating,monthly_mb_signal_strength,monthly_mb_threshold_classification,monthly_mb_market_participation
2024-03-07,monthly,980,703,272,5,431,2.58,3480,71.73,27.76,0.80,1.88,342,40,980,302,8.55,34.90,4.08,3716,575,126,980,449,4.56,58.67,12.86,4182,980,980,980,0,1.00,100.00,100.00,0,738,980,75.31,681,980,69.49,720,980,73.47,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.00,2.20,2.05,0.05,2.00,14.35,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),71.73
2024-03-08,monthly,980,459,516,5,-57,0.89,3423,46.84,52.65,-0.16,1.72,337,37,980,300,9.11,34.39,3.78,4016,567,207,980,360,2.74,57.86,21.12,4542,980,980,980,0,1.00,100.00,100.00,0,564,980,57.55,638,980,65.10,684,980,69.80,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.00,2.20,2.10,0.05,2.05,9.37,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),46.84
2024-03-11,monthly,980,503,473,4,30,1.06,3453,51.33,48.27,-0.04,1.67,179,97,980,82,1.85,18.27,9.90,4098,307,481,980,-174,0.64,31.33,49.08,4368,980,980,980,0,1.00,100.00,100.00,0,489,980,49.90,576,980,58.78,663,980,67.65,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.00,2.20,2.15,0.05,2.10,10.27,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),51.33
2024-03-12,monthly,980,572,402,6,170,1.42,3623,58.37,41.02,0.28,1.65,176,59,980,117,2.98,17.96,6.02,4215,318,292,980,26,1.09,32.45,29.80,4394,980,980,980,0,1.00,100.00,100.00,0,588,980,60.00,630,980,64.29,702,980,71.63,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.00,2.20,2.20,0.05,2.15,11.67,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),58.37
2024-03-13,monthly,980,549,424,7,125,1.29,3748,56.02,43.27,0.22,1.75,266,43,980,223,6.19,27.14,4.39,4438,538,185,980,353,2.91,54.90,18.88,4747,980,980,980,0,1.00,100.00,100.00,0,589,980,60.10,594,980,60.61,672,980,68.57,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.20,0.00,2.20,2.25,0.00,2.25,11.20,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),56.02
2024-03-14,monthly,980,203,771,6,-568,0.26,3180,20.71,78.67,-1.14,1.81,136,163,980,-27,0.83,13.88,16.63,4411,250,595,980,-345,0.42,25.51,60.71,4402,980,980,980,0,1.00,100.00,100.00,0,245,980,25.00,329,980,33.57,453,980,46.22,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.10,2.10,2.20,0.05,2.15,4.14,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),20.71
2024-03-15,monthly,980,466,506,8,-40,0.92,3140,47.55,51.63,-0.14,1.70,105,181,980,-76,0.58,10.71,18.47,4335,186,513,980,-327,0.36,18.98,52.35,4075,980,980,980,0,1.00,100.00,100.00,0,289,980,29.49,333,980,33.98,413,980,42.14,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.10,2.10,2.15,0.05,2.10,9.51,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),47.55
2024-03-18,monthly,980,528,446,6,82,1.18,3222,53.88,45.51,0.09,1.62,129,120,980,9,1.08,13.16,12.24,4344,325,275,980,50,1.18,33.16,28.06,4125,980,980,980,0,1.00,100.00,100.00,0,510,980,52.04,366,980,37.35,433,980,44.18,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.20,0.10,2.10,2.15,0.05,2.10,10.78,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),53.88
2024-03-19,monthly,980,712,259,9,453,2.75,3675,72.65,26.43,0.52,1.46,149,153,980,-4,0.97,15.20,15.61,4340,426,287,980,139,1.48,43.47,29.29,4264,980,980,980,0,1.00,100.00,100.00,0,702,980,71.63,532,980,54.29,529,980,53.98,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.10,2.20,2.20,0.05,2.15,14.53,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),72.65
2024-03-20,monthly,981,779,196,5,583,3.97,4258,79.41,19.98,1.20,1.79,288,74,981,214,3.89,29.36,7.54,4554,686,186,981,500,3.69,69.93,18.96,4764,981,981,981,0,1.00,100.00,100.00,0,842,981,85.83,780,981,79.51,689,981,70.23,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.30,0.10,2.20,2.25,0.05,2.20,15.88,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),79.41
2024-03-21,monthly,982,733,241,7,492,3.04,4750,74.64,24.54,0.85,1.76,436,29,982,407,15.03,44.40,2.95,4961,828,84,982,744,9.86,84.32,8.55,5508,982,982,982,0,1.00,100.00,100.00,0,778,982,79.23,843,982,85.85,742,982,75.56,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.30,0.10,2.20,2.25,0.05,2.20,14.93,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.64
2024-03-22,monthly,982,233,739,10,-506,0.32,4244,23.73,75.25,-0.76,1.46,197,62,982,135,3.18,20.06,6.31,5096,293,187,982,106,1.57,29.84,19.04,5614,982,982,982,0,1.00,100.00,100.00,0,398,982,40.53,697,982,70.98,644,982,65.58,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.60,0.20,2.40,2.30,0.20,2.10,2.25,0.10,2.15,4.75,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),23.73
2024-03-25,monthly,982,426,547,9,-121,0.78,4123,43.38,55.70,0.03,2.28,152,85,982,67,1.79,15.48,8.66,5163,219,448,982,-229,0.49,22.30,45.62,5385,982,982,982,0,1.00,100.00,100.00,0,313,982,31.87,567,982,57.74,616,982,62.73,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.20,2.40,2.30,0.20,2.10,2.25,0.10,2.15,8.68,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),43.38
2024-03-26,monthly,983,435,537,10,-102,0.81,4021,44.25,54.63,-0.07,1.60,164,73,983,91,2.25,16.68,7.43,5254,284,404,983,-120,0.70,28.89,41.10,5265,983,983,983,0,1.00,100.00,100.00,0,404,983,41.10,446,983,45.37,584,983,59.41,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.30,0.20,2.10,2.25,0.10,2.15,8.85,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),44.25
2024-03-27,monthly,984,857,124,2,733,6.91,4754,87.09,12.60,1.58,2.03,315,25,984,290,12.60,32.01,2.54,5544,643,182,984,461,3.53,65.35,18.50,5726,984,984,984,0,1.00,100.00,100.00,0,853,984,86.69,794,984,80.69,802,984,81.50,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.20,2.20,2.30,0.10,2.20,17.42,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),87.09
2024-03-28,monthly,984,668,313,3,355,2.13,5109,67.89,31.81,0.36,1.52,432,15,984,417,28.80,43.90,1.52,5961,759,77,984,682,9.86,77.13,7.83,6408,984,984,984,0,1.00,100.00,100.00,0,814,984,82.72,793,984,80.59,827,984,84.04,1,1,1,1,1,1,1,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.40,0.10,2.30,2.30,0.10,2.20,13.58,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),67.89
2024-04-01,monthly,984,246,736,2,-490,0.33,4619,25.00,74.80,-0.76,1.63,201,55,984,146,3.65,20.43,5.59,6107,306,343,984,-37,0.89,31.10,34.86,6371,984,984,984,0,1.00,100.00,100.00,0,297,984,30.18,587,984,59.65,692,984,70.33,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.40,0.20,2.20,2.30,0.15,2.15,5.00,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),25.00
2024-04-02,monthly,984,175,806,3,-631,0.22,3988,17.78,81.91,-1.15,1.91,101,202,984,-101,0.50,10.26,20.53,6006,120,779,984,-659,0.15,12.20,79.17,5712,984,984,984,0,1.00,100.00,100.00,0,147,984,14.94,307,984,31.20,456,984,46.34,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.40,0.30,2.10,2.30,0.20,2.10,3.56,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),17.78
2024-04-03,monthly,984,551,430,3,121,1.28,4109,56.00,43.70,0.19,1.73,123,154,984,-31,0.80,12.50,15.65,5975,203,413,984,-210,0.49,20.63,41.97,5502,984,984,984,0,1.00,100.00,100.00,0,371,984,37.70,326,984,33.13,457,984,46.44,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.30,0.30,2.00,2.30,0.20,2.10,11.20,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),56.00
2024-04-04,monthly,984,181,796,7,-615,0.23,3494,18.39,80.89,-1.02,1.64,217,233,984,-16,0.93,22.05,23.68,5959,620,481,984,139,1.29,63.01,48.88,5641,984,984,984,0,1.00,100.00,100.00,0,207,984,21.04,158,984,16.06,292,984,29.67,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.60,1.40,2.20,0.40,1.80,2.25,0.25,2.00,3.68,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),18.39
2024-04-05,monthly,984,711,266,7,445,2.67,3939,72.26,27.03,0.73,1.47,69,198,984,-129,0.35,7.01,20.12,5830,127,470,984,-343,0.27,12.91,47.76,5298,984,984,984,0,1.00,100.00,100.00,0,536,984,54.47,337,984,34.25,387,984,39.33,0,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.60,1.60,2.20,0.40,1.80,2.25,0.25,2.00,14.45,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),72.26
2024-04-08,monthly,984,596,385,3,211,1.55,4150,60.57,39.13,0.42,1.46,107,80,984,27,1.34,10.87,8.13,5857,280,140,984,140,2.00,28.46,14.23,5438,984,984,984,0,1.00,100.00,100.00,0,733,984,74.49,539,984,54.78,464,984,47.15,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.20,0.30,1.90,2.25,0.25,2.00,12.11,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),60.57
2024-04-09,monthly,984,613,366,5,247,1.67,4397,62.30,37.20,0.44,1.69,138,147,984,-9,0.94,14.02,14.94,5848,572,297,984,275,1.93,58.13,30.18,5713,984,984,984,0,1.00,100.00,100.00,0,641,984,65.14,659,984,66.97,537,984,54.57,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.20,0.30,1.90,2.25,0.25,2.00,12.46,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),62.30
2024-04-10,monthly,984,140,842,2,-702,0.17,3695,14.23,85.57,-1.81,2.00,30,428,984,-398,0.07,3.05,43.50,5450,78,774,984,-696,0.10,7.93,78.66,5017,984,984,984,0,1.00,100.00,100.00,0,148,984,15.04,222,984,22.56,242,984,24.59,0,1,0,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.40,1.80,2.20,0.40,1.80,2.25,0.30,1.95,2.85,Very Poor,Weak Signal (Bearish),Neutral,14.23
2024-04-11,monthly,984,508,469,7,39,1.08,3734,51.63,47.66,0.07,2.28,54,305,984,-251,0.18,5.49,31.00,5199,151,476,984,-325,0.32,15.35,48.37,4692,984,984,984,0,1.00,100.00,100.00,0,240,984,24.39,302,984,30.69,273,984,27.74,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.10,0.40,1.70,2.25,0.30,1.95,10.33,Very Poor,Neutral,Neutral,51.63
2024-04-12,monthly,984,66,915,3,-849,0.07,2885,6.71,92.99,-1.72,1.59,37,520,984,-483,0.07,3.76,52.85,4716,93,717,984,-624,0.13,9.45,72.87,4068,984,984,984,0,1.00,100.00,100.00,0,66,984,6.71,53,984,5.39,95,984,9.65,0,1,0,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.40,1.60,2.10,0.50,1.60,2.25,0.30,1.95,1.34,Very Poor,Weak Signal (Bearish),Neutral,6.71
2024-04-15,monthly,984,141,838,5,-697,0.17,2188,14.33,85.16,-1.19,1.75,15,615,984,-600,0.02,1.52,62.50,4116,171,785,984,-614,0.22,17.38,79.78,3454,984,984,984,0,1.00,100.00,100.00,0,53,984,5.39,28,984,2.85,44,984,4.47,0,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.00,0.60,1.40,2.10,0.50,1.60,2.25,0.35,1.90,2.87,Very Poor,Weak Signal (Bearish),Neutral,14.33
2024-04-16,monthly,984,334,645,5,-311,0.52,1877,33.94,65.55,-0.45,1.51,6,684,984,-678,0.01,0.61,69.51,3438,46,807,984,-761,0.06,4.67,82.01,2693,984,984,984,0,1.00,100.00,100.00,0,206,984,20.93,56,984,5.69,57,984,5.79,0,1,0,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.60,1.40,2.10,0.40,1.70,2.25,0.35,1.90,6.79,Very Poor,Neutral,Neutral,33.94
2024-04-17,monthly,984,340,642,2,-302,0.53,1575,34.55,65.24,-0.43,1.72,12,413,984,-401,0.03,1.22,41.97,3037,107,463,984,-356,0.23,10.87,47.05,2337,984,984,984,0,1.00,100.00,100.00,0,288,984,29.27,108,984,10.98,71,984,7.22,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.40,1.60,2.10,0.40,1.70,2.20,0.35,1.85,6.91,Very Poor,Neutral,Neutral,34.55
2024-04-18,monthly,984,486,490,8,-4,0.99,1571,49.39,49.80,-0.08,1.79,20,401,984,-381,0.05,2.03,40.75,2656,316,435,984,-119,0.73,32.11,44.21,2218,984,984,984,0,1.00,100.00,100.00,0,424,984,43.09,225,984,22.87,109,984,11.08,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.40,1.60,2.10,0.30,1.80,2.15,0.35,1.80,9.88,Very Poor,Neutral,Neutral,49.39
2024-04-19,monthly,984,607,370,7,237,1.64,1808,61.69,37.60,0.14,1.94,44,333,984,-289,0.13,4.47,33.84,2367,342,399,984,-57,0.86,34.76,40.55,2161,984,984,984,0,1.00,100.00,100.00,0,554,984,56.30,420,984,42.68,203,984,20.63,0,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.00,0.20,1.80,2.00,0.30,1.70,2.10,0.35,1.75,12.34,Very Poor,Neutral,Neutral,61.69
2024-04-22,monthly,984,807,167,10,640,4.83,2448,82.01,16.97,0.84,1.34,96,163,984,-67,0.59,9.76,16.57,2300,551,207,984,344,2.66,56.00,21.04,2505,984,984,984,0,1.00,100.00,100.00,0,775,984,78.76,607,984,61.69,314,984,31.91,0,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.10,0.30,1.80,2.15,0.30,1.85,16.40,Very Poor,Weak Signal (Bullish),Advance/Decline Thrust (Bullish),82.01
2024-04-23,monthly,984,809,169,6,640,4.79,3088,82.22,17.17,1.28,2.06,155,46,984,109,3.37,15.75,4.67,2409,775,80,984,695,9.69,78.76,8.13,3200,984,984,984,0,1.00,100.00,100.00,0,847,984,86.08,829,984,84.25,513,984,52.13,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.30,1.90,2.20,0.30,1.90,16.44,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),82.22
2024-04-24,monthly,984,534,442,8,92,1.21,3180,54.27,44.92,0.11,1.79,149,76,984,73,1.96,15.14,7.72,2482,540,211,984,329,2.56,54.88,21.44,3529,984,984,984,0,1.00,100.00,100.00,0,716,984,72.76,814,984,82.72,558,984,56.71,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.20,2.00,2.20,0.30,1.90,10.85,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),54.27
2024-04-25,monthly,986,345,633,6,-288,0.55,2892,34.99,64.20,-0.37,2.10,133,163,986,-30,0.82,13.49,16.53,2452,260,516,986,-256,0.50,26.37,52.33,3273,986,986,986,0,1.00,100.00,100.00,0,383,986,38.84,648,986,65.72,535,986,54.26,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.20,2.00,2.15,0.30,1.85,7.00,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),34.99
2024-04-26,monthly,986,587,390,9,197,1.51,3089,59.53,39.55,0.46,2.42,160,66,986,94,2.42,16.23,6.69,2546,408,169,986,239,2.41,41.38,17.14,3512,986,986,986,0,1.00,100.00,100.00,0,499,986,50.61,604,986,61.26,626,986,63.49,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.20,0.10,2.10,2.15,0.30,1.85,11.91,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),59.53
2024-04-29,monthly,986,705,278,3,427,2.54,3516,71.50,28.19,0.66,1.55,191,33,986,158,5.79,19.37,3.35,2704,548,90,986,458,6.09,55.58,9.13,3970,986,986,986,0,1.00,100.00,100.00,0,747,986,75.76,699,986,70.89,745,986,75.56,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.30,0.00,2.30,2.20,0.25,1.95,14.30,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),71.50
2024-04-30,monthly,986,109,871,6,-762,0.13,2754,11.05,88.34,-1.66,2.09,126,139,986,-13,0.91,12.78,14.10,2691,223,568,986,-345,0.39,22.62,57.61,3625,986,986,986,0,1.00,100.00,100.00,0,191,986,19.37,278,986,28.19,482,986,48.88,1,1,1,1,1,1,0,1,0,1,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.10,2.20,2.20,0.25,1.95,2.21,Very Poor,Weak Signal (Bearish),New Highs Expansion (Bullish),11.05
2024-05-01,monthly,987,513,468,5,45,1.10,2799,51.98,47.42,-0.06,2.70,190,194,987,-4,0.98,19.25,19.66,2687,322,661,987,-339,0.49,32.62,66.97,3286,987,987,987,0,1.00,100.00,100.00,0,327,987,33.13,339,987,34.35,484,987,49.04,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.20,2.00,2.30,0.10,2.20,2.20,0.25,1.95,10.40,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),51.98
2024-05-02,monthly,987,754,229,4,525,3.29,3324,76.39,23.20,1.06,2.86,183,112,987,71,1.63,18.54,11.35,2758,309,278,987,31,1.11,31.31,28.17,3317,987,987,987,0,1.00,100.00,100.00,0,714,987,72.34,549,987,55.62,605,987,61.30,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.20,2.20,2.40,0.10,2.30,2.25,0.20,2.05,15.28,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),76.39
2024-05-03,monthly,987,739,241,7,498,3.07,3822,74.87,24.42,0.87,2.25,315,39,987,276,8.08,31.91,3.95,3034,668,105,987,563,6.36,67.68,10.64,3880,987,987,987,0,1.00,100.00,100.00,0,773,987,78.32,668,987,67.68,650,987,65.86,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.20,2.40,2.50,0.10,2.40,2.25,0.20,2.05,14.97,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),74.87
2024-05-06,monthly,987,796,185,6,611,4.30,4433,80.65,18.74,1.15,1.57,320,23,987,297,13.91,32.42,2.33,3331,598,64,987,534,9.34,60.59,6.48,4414,987,987,987,0,1.00,100.00,100.00,0,827,987,83.79,810,987,82.07,738,987,74.77,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.20,2.40,2.50,0.10,2.40,2.30,0.20,2.10,16.13,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),80.65
2024-05-07,monthly,987,580,400,7,180,1.45,4613,58.76,40.53,0.12,2.17,368,30,987,338,12.27,37.28,3.04,3669,632,116,987,516,5.45,64.03,11.75,4930,987,987,987,0,1.00,100.00,100.00,0,719,987,72.85,848,987,85.92,746,987,75.58,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.10,2.30,2.30,0.20,2.10,11.75,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),58.76
2024-05-08,monthly,987,448,535,4,-87,0.84,4526,45.39,54.20,-0.21,3.07,197,56,987,141,3.52,19.96,5.67,3810,330,368,987,-38,0.90,33.43,37.28,4892,987,987,987,0,1.00,100.00,100.00,0,486,987,49.24,730,987,73.96,677,987,68.59,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.40,0.10,2.30,2.30,0.15,2.15,9.08,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),45.39
2024-05-09,monthly,987,772,213,2,559,3.62,5085,78.22,21.58,0.89,2.28,276,30,987,246,9.20,27.96,3.04,4056,466,201,987,265,2.32,47.21,20.36,5157,987,987,987,0,1.00,100.00,100.00,0,727,987,73.66,788,987,79.84,768,987,77.81,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.60,0.00,2.60,2.50,0.10,2.40,2.35,0.15,2.20,15.64,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),78.22
2024-05-10,monthly,987,523,451,13,72,1.16,5157,52.99,45.69,0.02,1.86,355,27,987,328,13.15,35.97,2.74,4384,653,134,987,519,4.87,66.16,13.58,5676,987,987,987,0,1.00,100.00,100.00,0,658,987,66.67,693,987,70.21,756,987,76.60,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.50,0.10,2.40,2.35,0.10,2.25,10.60,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),52.99
2024-05-13,monthly,987,440,538,9,-98,0.82,5059,44.58,54.51,0.09,2.92,318,25,987,293,12.72,32.22,2.53,4677,553,212,987,341,2.61,56.03,21.48,6017,987,987,987,0,1.00,100.00,100.00,0,465,987,47.11,609,987,61.70,742,987,75.18,1,1,1,1,1,1,0,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.10,2.30,2.35,0.05,2.30,8.92,Very Poor,Weak Signal (Bullish),New Highs Expansion (Bullish),44.58
2024-05-14,monthly,987,689,294,4,395,2.34,5454,69.81,29.79,0.79,2.50,258,28,987,230,9.21,26.14,2.84,4907,420,327,987,93,1.28,42.55,33.13,6110,987,987,987,0,1.00,100.00,100.00,0,635,987,64.34,693,987,70.21,777,987,78.72,1,1,1,1,1,1,1,0,0,0,monthly,Russell1000,12;3;1,3;6;12,2.20,0.00,2.20,2.40,0.00,2.40,2.35,0.05,2.30,13.96,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),69.81
2024-05-15,monthly,987,696,285,6,411,2.44,5865,70.52,28.88,0.76,2.05,406,26,987,380,15.62,41.13,2.63,5287,595,204,987,391,2.92,60.28,20.67,6501,987,987,987,0,1.00,100.00,100.00,0,723,987,73.25,755,987,76.49,820,987,83.08,1,1,1,1,1,1,1,0,1,0,monthly,Russell1000,12;3;1,3;6;12,2.40,0.00,2.40,2.50,0.00,2.50,2.40,0.05,2.35,14.10,Very Poor,Moderate Bullish,Advance/Decline Thrust (Bullish); New Highs Expansion (Bullish),70.52
