Date,Electronic technology,Health technology,Retail trade,Technology services
2025-07-03 00:00:00-04:00,208.4187,272.0956,321.6660,419.2988
2025-07-07 00:00:00-04:00,206.1791,267.8449,322.5189,417.4709
2025-07-08 00:00:00-04:00,206.9870,266.9174,318.3965,415.8392
2025-07-09 00:00:00-04:00,209.6390,267.3762,320.3669,421.8127
2025-07-10 00:00:00-04:00,210.4450,268.2308,318.4990,418.9214
2025-07-11 00:00:00-04:00,210.2521,262.4096,320.7404,418.6349
2025-07-14 00:00:00-04:00,209.2847,264.4469,322.5942,420.9677
2025-07-15 00:00:00-04:00,213.7449,261.3626,321.4552,420.1796
2025-07-16 00:00:00-04:00,212.5193,263.1494,316.6693,418.9242
2025-07-17 00:00:00-04:00,213.6853,263.6310,317.7349,422.2243
2025-07-18 00:00:00-04:00,213.0331,263.2100,319.1991,419.8501
2025-07-21 00:00:00-04:00,213.3355,262.7409,321.4366,424.4930
2025-07-22 00:00:00-04:00,210.2853,264.6470,319.3359,419.8871
2025-07-23 00:00:00-04:00,212.9989,264.0066,320.1328,420.8846
2025-07-24 00:00:00-04:00,215.1365,260.1650,322.2744,423.6123
2025-07-25 00:00:00-04:00,214.9951,261.3397,321.8831,424.7500
2025-07-28 00:00:00-04:00,217.7727,258.9808,322.6692,424.6955
2025-07-29 00:00:00-04:00,216.5290,261.3850,321.2394,422.7491
2025-07-30 00:00:00-04:00,218.2287,262.9885,319.4652,423.3594
2025-07-31 00:00:00-04:00,214.8493,254.0309,324.3219,439.7613
2025-08-01 00:00:00-04:00,210.3756,255.4848,310.4922,431.4341
2025-08-04 00:00:00-04:00,215.0903,257.2049,308.5010,442.8598
2025-08-05 00:00:00-04:00,213.1561,254.7686,308.6070,437.2347
2025-08-06 00:00:00-04:00,218.0536,249.3343,319.0120,440.1047
2025-08-07 00:00:00-04:00,222.0723,248.4998,320.9119,438.1282
2025-08-08 00:00:00-04:00,226.5160,249.3204,321.0481,443.6006
2025-08-11 00:00:00-04:00,225.3939,249.2165,320.9290,443.0584
2025-08-12 00:00:00-04:00,228.6847,251.6135,321.6044,450.8575
2025-08-13 00:00:00-04:00,229.3826,255.1509,322.3952,444.6620
2025-08-14 00:00:00-04:00,229.5730,254.0797,326.9812,446.8550
2025-08-15 00:00:00-04:00,227.2785,257.0028,326.7989,447.3800
2025-08-18 00:00:00-04:00,227.7977,256.2376,328.1423,443.4617
2025-08-19 00:00:00-04:00,223.0312,256.5988,325.5879,435.4948
2025-08-20 00:00:00-04:00,221.0331,257.6371,324.0358,432.5473
2025-08-21 00:00:00-04:00,219.8004,253.6463,319.3889,430.6166
2025-08-22 00:00:00-04:00,223.3935,255.8193,323.6381,437.1003
2025-08-25 00:00:00-04:00,223.8536,251.5403,320.6381,437.6181
2025-08-26 00:00:00-04:00,226.3488,253.7343,320.9808,437.2215
2025-08-27 00:00:00-04:00,227.1932,252.3239,322.3425,437.4238
2025-08-28 00:00:00-04:00,228.3051,252.5056,323.7112,441.4171
2025-08-29 00:00:00-04:00,223.2681,252.8772,321.2776,437.8410
2025-09-02 00:00:00-04:00,220.5383,251.5350,317.7933,436.4109
2025-09-03 00:00:00-04:00,224.2237,243.2694,319.9809,445.5763
2025-09-04 00:00:00-04:00,226.1476,246.0597,328.5987,450.5791
2025-09-05 00:00:00-04:00,228.5502,250.6419,326.9916,447.3376
