Ticker,Date,UnusualVolume,Z_Score,Volume_Percentile,Volume_vs_Mean_Ratio,Volume_vs_Threshold_Ratio,Dataset_Volume_Mean,Dataset_Volume_Std,Statistical_Threshold,Total_Anomalies_Found,Anomaly_Rate_Pct,Close,Anomaly_Strength
LRCX,2025-07-31,27661800,3.41,98.6,2.4,1.08,11532881.0,4731578.0,25727614.0,9,2.14,94.83999633789062,Weak
ABNB,2024-02-14,16021800,4.14,99.0,3.33,1.24,4805076.0,2710101.0,12935378.0,7,1.66,148.1999969482422,Weak
ABNB,2024-05-09,14802600,3.69,98.6,3.08,1.14,4805076.0,2710101.0,12935378.0,7,1.66,147.0500030517578,Weak
ABNB,2024-08-07,29027900,8.94,100.0,6.04,2.24,4805076.0,2710101.0,12935378.0,7,1.66,113.01000213623048,Moderate
ABNB,2024-11-08,19189000,5.31,99.5,3.99,1.48,4805076.0,2710101.0,12935378.0,7,1.66,134.61000061035156,Weak
ABNB,2024-12-20,15471700,3.94,98.8,3.22,1.2,4805076.0,2710101.0,12935378.0,7,1.66,134.2100067138672,Weak
ABNB,2025-02-14,21649300,6.22,99.8,4.51,1.67,4805076.0,2710101.0,12935378.0,7,1.66,161.4199981689453,Weak
ABNB,2025-08-07,17502100,4.69,99.3,3.64,1.35,4805076.0,2710101.0,12935378.0,7,1.66,120.02999877929688,Weak
AXON,2024-02-28,2658700,3.84,99.0,4.13,1.2,644271.0,524510.0,2217801.0,8,1.9,309.2200012207031,Weak
AXON,2024-08-07,3407100,5.27,99.5,5.29,1.54,644271.0,524510.0,2217801.0,8,1.9,349.239990234375,Weak
AXON,2024-11-08,3967000,6.33,99.8,6.16,1.79,644271.0,524510.0,2217801.0,8,1.9,603.1799926757812,Weak
AXON,2024-12-20,7032800,12.18,100.0,10.92,3.17,644271.0,524510.0,2217801.0,8,1.9,631.6900024414062,Strong
AXON,2025-02-19,2319600,3.19,98.3,3.6,1.05,644271.0,524510.0,2217801.0,8,1.9,593.4199829101562,Weak
AXON,2025-02-20,2514000,3.56,98.6,3.9,1.13,644271.0,524510.0,2217801.0,8,1.9,541.8099975585938,Weak
AXON,2025-02-26,2838000,4.18,99.3,4.4,1.28,644271.0,524510.0,2217801.0,8,1.9,572.4000244140625,Weak
AXON,2025-08-05,2535000,3.6,98.8,3.93,1.14,644271.0,524510.0,2217801.0,8,1.9,867.1199951171875,Weak
EA,2025-01-23,17146900,9.87,100.0,6.58,2.44,2604826.0,1473351.0,7024879.0,6,1.43,118.25582885742188,Moderate
EA,2025-01-24,9249700,4.51,99.5,3.55,1.32,2604826.0,1473351.0,7024879.0,6,1.43,116.24134826660156,Weak
EA,2025-02-04,7156600,3.09,98.8,2.75,1.02,2604826.0,1473351.0,7024879.0,6,1.43,120.91852569580078,Weak
EA,2025-02-05,8250400,3.83,99.3,3.17,1.17,2604826.0,1473351.0,7024879.0,6,1.43,130.1133270263672,Weak
EA,2025-02-24,8240000,3.82,99.0,3.16,1.17,2604826.0,1473351.0,7024879.0,6,1.43,133.6835479736328,Weak
EA,2025-03-21,9254800,4.51,99.8,3.55,1.32,2604826.0,1473351.0,7024879.0,6,1.43,144.11337280273438,Weak
ADI,2024-03-15,10198200,4.34,99.3,2.9,1.25,3512140.0,1540215.0,8132785.0,10,2.38,191.1427154541016,Weak
ADI,2024-05-22,9445800,3.85,98.6,2.69,1.16,3512140.0,1540215.0,8132785.0,10,2.38,235.168212890625,Weak
ADI,2025-02-19,9789600,4.08,99.0,2.79,1.2,3512140.0,1540215.0,8132785.0,10,2.38,239.5225830078125,Weak
ADI,2025-04-04,9633900,3.97,98.8,2.74,1.18,3512140.0,1540215.0,8132785.0,10,2.38,163.85398864746094,Weak
ADI,2025-04-07,10236500,4.37,99.5,2.91,1.26,3512140.0,1540215.0,8132785.0,10,2.38,170.5634307861328,Weak
ADI,2025-04-09,10941600,4.82,100.0,3.12,1.35,3512140.0,1540215.0,8132785.0,10,2.38,195.7388153076172,Weak
ADI,2025-04-10,8547900,3.27,98.1,2.43,1.05,3512140.0,1540215.0,8132785.0,10,2.38,177.55162048339844,Weak
ADI,2025-05-22,8968300,3.54,98.3,2.55,1.1,3512140.0,1540215.0,8132785.0,10,2.38,210.96945190429688,Weak
ADI,2025-05-30,10923400,4.81,99.8,3.11,1.34,3512140.0,1540215.0,8132785.0,10,2.38,213.0101623535156,Weak
ADI,2025-08-20,8527100,3.26,97.9,2.43,1.05,3512140.0,1540215.0,8132785.0,10,2.38,244.8699951171875,Weak
TRI,2025-07-14,6017900,4.49,99.8,10.69,1.43,563122.0,1214499.0,4206620.0,2,0.48,213.4730224609375,Weak
TRI,2025-07-25,23377500,18.79,100.0,41.51,5.56,563122.0,1214499.0,4206620.0,2,0.48,202.75003051757807,Very Strong
CDNS,2024-04-23,4681900,3.03,98.3,2.54,1.01,1843115.0,937990.0,4657085.0,9,2.14,281.760009765625,Weak
CDNS,2024-08-02,4742000,3.09,98.6,2.57,1.02,1843115.0,937990.0,4657085.0,9,2.14,249.6300048828125,Weak
CDNS,2024-08-06,4752400,3.1,98.8,2.58,1.02,1843115.0,937990.0,4657085.0,9,2.14,259.79998779296875,Weak
CDNS,2024-10-29,5991300,4.42,99.3,3.25,1.29,1843115.0,937990.0,4657085.0,9,2.14,284.45001220703125,Weak
CDNS,2025-02-19,7638300,6.18,100.0,4.14,1.64,1843115.0,937990.0,4657085.0,9,2.14,274.0400085449219,Weak
CDNS,2025-03-21,5699800,4.11,99.0,3.09,1.22,1843115.0,937990.0,4657085.0,9,2.14,262.4200134277344,Weak
CDNS,2025-05-28,7018700,5.52,99.8,3.81,1.51,1843115.0,937990.0,4657085.0,9,2.14,288.6099853515625,Weak
CDNS,2025-05-29,6281800,4.73,99.5,3.41,1.35,1843115.0,937990.0,4657085.0,9,2.14,284.5,Weak
CDNS,2025-07-29,4666700,3.01,98.1,2.53,1.0,1843115.0,937990.0,4657085.0,9,2.14,366.260009765625,Weak
CCEP,2025-03-05,4594500,3.01,99.0,2.71,1.0,1693251.0,963013.0,4582291.0,5,1.19,83.82198333740234,Weak
CCEP,2025-03-21,13187700,11.94,100.0,7.79,2.88,1693251.0,963013.0,4582291.0,5,1.19,84.04962158203125,Moderate
CCEP,2025-03-25,5198700,3.64,99.3,3.07,1.13,1693251.0,963013.0,4582291.0,5,1.19,83.27761840820312,Weak
CCEP,2025-04-09,6596800,5.09,99.5,3.9,1.44,1693251.0,963013.0,4582291.0,5,1.19,84.21788024902344,Weak
CCEP,2025-05-30,6680700,5.18,99.8,3.95,1.46,1693251.0,963013.0,4582291.0,5,1.19,91.79000091552734,Weak
XEL,2024-01-31,13842700,4.31,99.0,3.53,1.28,3922560.0,2302823.0,10831029.0,11,2.61,56.70457077026367,Weak
XEL,2024-02-29,22782200,8.19,100.0,5.81,2.1,3922560.0,2302823.0,10831029.0,11,2.61,49.90418243408203,Moderate
XEL,2024-03-01,19038400,6.56,99.8,4.85,1.76,3922560.0,2302823.0,10831029.0,11,2.61,46.94914627075195,Weak
XEL,2024-03-05,12549200,3.75,98.6,3.2,1.16,3922560.0,2302823.0,10831029.0,11,2.61,46.07778549194336,Weak
XEL,2024-03-06,14401900,4.55,99.3,3.67,1.33,3922560.0,2302823.0,10831029.0,11,2.61,45.87888717651367,Weak
XEL,2024-03-07,17186900,5.76,99.5,4.38,1.59,3922560.0,2302823.0,10831029.0,11,2.61,47.394290924072266,Weak
XEL,2024-03-14,11860000,3.45,98.1,3.02,1.1,3922560.0,2302823.0,10831029.0,11,2.61,49.665489196777344,Weak
XEL,2024-03-15,11161000,3.14,97.9,2.85,1.03,3922560.0,2302823.0,10831029.0,11,2.61,49.77079772949219,Weak
XEL,2024-05-31,11067800,3.1,97.6,2.82,1.02,3922560.0,2302823.0,10831029.0,11,2.61,53.083106994628906,Weak
XEL,2024-11-04,12450800,3.7,98.3,3.17,1.15,3922560.0,2302823.0,10831029.0,11,2.61,64.20304870605469,Weak
XEL,2024-12-20,13060700,3.97,98.8,3.33,1.21,3922560.0,2302823.0,10831029.0,11,2.61,65.74424743652344,Weak
NVDA,2024-02-22,865100000,3.47,99.5,2.69,1.09,321338537.0,156606633.0,791158435.0,6,1.43,78.50306701660156,Weak
NVDA,2024-02-23,829388000,3.24,99.0,2.58,1.05,321338537.0,156606633.0,791158435.0,6,1.43,78.78194427490234,Weak
NVDA,2024-03-08,1142269000,5.24,100.0,3.55,1.44,321338537.0,156606633.0,791158435.0,6,1.43,87.49317932128906,Weak
NVDA,2024-04-19,875198000,3.54,99.8,2.72,1.11,321338537.0,156606633.0,791158435.0,6,1.43,76.169677734375,Weak
NVDA,2024-05-23,835065000,3.28,99.3,2.6,1.06,321338537.0,156606633.0,791158435.0,6,1.43,103.75770568847656,Weak
NVDA,2025-01-27,818830900,3.18,98.8,2.55,1.03,321338537.0,156606633.0,791158435.0,6,1.43,118.40087890625,Weak
BKR,2024-01-24,20069600,3.85,98.6,2.74,1.16,7328487.0,3313607.0,17269307.0,9,2.14,28.80643653869629,Weak
BKR,2024-01-25,21034700,4.14,99.3,2.87,1.22,7328487.0,3313607.0,17269307.0,9,2.14,29.05575942993164,Weak
BKR,2024-01-30,23727200,4.95,100.0,3.24,1.37,7328487.0,3313607.0,17269307.0,9,2.14,28.135183334350582,Weak
BKR,2024-12-20,17974900,3.21,98.3,2.45,1.04,7328487.0,3313607.0,17269307.0,9,2.14,39.66366195678711,Weak
BKR,2025-01-31,21163800,4.18,99.5,2.89,1.23,7328487.0,3313607.0,17269307.0,9,2.14,45.42826461791992,Weak
BKR,2025-03-21,20139200,3.87,98.8,2.75,1.17,7328487.0,3313607.0,17269307.0,9,2.14,43.60349655151367,Weak
BKR,2025-04-04,20974600,4.12,99.0,2.86,1.21,7328487.0,3313607.0,17269307.0,9,2.14,35.003395080566406,Weak
BKR,2025-04-09,17307300,3.01,98.1,2.36,1.0,7328487.0,3313607.0,17269307.0,9,2.14,38.30504608154297,Weak
BKR,2025-07-23,21794200,4.37,99.8,2.97,1.26,7328487.0,3313607.0,17269307.0,9,2.14,44.44511032104492,Weak
ORLY,2024-02-08,12153000,3.25,98.1,2.2,1.04,5533625.0,2033780.0,11634964.0,9,2.14,68.05533599853516,Weak
ORLY,2024-04-25,13768500,4.05,99.3,2.49,1.18,5533625.0,2033780.0,11634964.0,9,2.14,70.27532958984375,Weak
ORLY,2024-07-25,13216500,3.78,98.8,2.39,1.14,5533625.0,2033780.0,11634964.0,9,2.14,72.86066436767578,Weak
ORLY,2024-09-20,13210500,3.77,98.6,2.39,1.14,5533625.0,2033780.0,11634964.0,9,2.14,73.9366683959961,Weak
ORLY,2024-12-20,12918000,3.63,98.3,2.33,1.11,5533625.0,2033780.0,11634964.0,9,2.14,81.27400207519531,Weak
ORLY,2025-04-04,16704000,5.49,100.0,3.02,1.44,5533625.0,2033780.0,11634964.0,9,2.14,92.65799713134766,Weak
ORLY,2025-04-07,13290000,3.81,99.0,2.4,1.14,5533625.0,2033780.0,11634964.0,9,2.14,88.92266845703125,Weak
ORLY,2025-04-09,14017500,4.17,99.5,2.53,1.2,5533625.0,2033780.0,11634964.0,9,2.14,89.89666748046875,Weak
ORLY,2025-04-24,16632000,5.46,99.8,3.01,1.43,5533625.0,2033780.0,11634964.0,9,2.14,90.14466857910156,Weak
MDLZ,2024-01-31,19236200,3.34,98.8,2.47,1.06,7799277.0,3424423.0,18072545.0,6,1.43,72.26888275146484,Weak
MDLZ,2024-12-09,19609200,3.45,99.0,2.51,1.09,7799277.0,3424423.0,18072545.0,6,1.43,60.11237335205078,Weak
MDLZ,2024-12-20,34652200,7.84,100.0,4.44,1.92,7799277.0,3424423.0,18072545.0,6,1.43,58.106666564941406,Weak
MDLZ,2025-02-05,25658800,5.22,99.8,3.29,1.42,7799277.0,3424423.0,18072545.0,6,1.43,56.63594436645508,Weak
MDLZ,2025-03-21,25429800,5.15,99.5,3.26,1.41,7799277.0,3424423.0,18072545.0,6,1.43,63.61805725097656,Weak
MDLZ,2025-07-30,22047700,4.16,99.3,2.83,1.22,7799277.0,3424423.0,18072545.0,6,1.43,65.0999984741211,Weak
AZN,2024-02-08,28929000,8.77,100.0,5.5,2.17,5255154.0,2699617.0,13354007.0,8,1.9,60.87763214111328,Moderate
AZN,2024-02-09,13734400,3.14,98.3,2.61,1.03,5255154.0,2699617.0,13354007.0,8,1.9,59.6700439453125,Weak
AZN,2024-04-25,15606600,3.83,99.5,2.97,1.17,5255154.0,2699617.0,13354007.0,8,1.9,73.01373291015625,Weak
AZN,2024-11-05,15413300,3.76,99.3,2.93,1.15,5255154.0,2699617.0,13354007.0,8,1.9,64.88550567626953,Weak
AZN,2024-11-06,16622700,4.21,99.8,3.16,1.24,5255154.0,2699617.0,13354007.0,8,1.9,62.51606750488281,Weak
AZN,2024-11-07,14404300,3.39,98.6,2.74,1.08,5255154.0,2699617.0,13354007.0,8,1.9,63.338523864746094,Weak
AZN,2025-04-08,15401000,3.76,99.0,2.93,1.15,5255154.0,2699617.0,13354007.0,8,1.9,64.4517822265625,Weak
AZN,2025-07-29,14431400,3.4,98.8,2.75,1.08,5255154.0,2699617.0,13354007.0,8,1.9,73.46907806396484,Weak
AVGO,2024-03-15,88823000,3.59,98.3,3.1,1.12,28666450.0,16772066.0,78982649.0,10,2.38,121.25482177734376,Weak
AVGO,2024-06-13,89061000,3.6,98.6,3.11,1.13,28666450.0,16772066.0,78982649.0,10,2.38,165.48170471191406,Weak
AVGO,2024-06-17,87528000,3.51,98.1,3.05,1.11,28666450.0,16772066.0,78982649.0,10,2.38,180.25390625,Weak
AVGO,2024-06-18,86797000,3.47,97.9,3.03,1.1,28666450.0,16772066.0,78982649.0,10,2.38,177.6568145751953,Weak
AVGO,2024-06-21,99289000,4.21,99.3,3.46,1.26,28666450.0,16772066.0,78982649.0,10,2.38,163.47500610351562,Weak
AVGO,2024-09-20,91758500,3.76,99.0,3.2,1.16,28666450.0,16772066.0,78982649.0,10,2.38,169.72850036621094,Weak
AVGO,2024-12-13,121336600,5.53,99.8,4.23,1.54,28666450.0,16772066.0,78982649.0,10,2.38,222.998046875,Weak
AVGO,2024-12-16,111623200,4.95,99.5,3.89,1.41,28666450.0,16772066.0,78982649.0,10,2.38,247.9960479736328,Weak
AVGO,2024-12-20,131910400,6.16,100.0,4.6,1.67,28666450.0,16772066.0,78982649.0,10,2.38,219.0201873779297,Weak
AVGO,2025-01-27,90569400,3.69,98.8,3.16,1.15,28666450.0,16772066.0,78982649.0,10,2.38,201.0470123291016,Weak
EXC,2024-03-15,17634800,3.57,98.1,2.55,1.11,6923245.0,2998069.0,15917452.0,10,2.38,34.45210647583008,Weak
EXC,2024-06-21,18869000,3.98,98.6,2.73,1.19,6923245.0,2998069.0,15917452.0,10,2.38,33.17550277709961,Weak
EXC,2024-06-28,23274000,5.45,100.0,3.36,1.46,6923245.0,2998069.0,15917452.0,10,2.38,33.01334381103516,Weak
EXC,2024-09-12,19881400,4.32,98.8,2.87,1.25,6923245.0,2998069.0,15917452.0,10,2.38,38.41058349609375,Weak
EXC,2024-09-20,18779400,3.95,98.3,2.71,1.18,6923245.0,2998069.0,15917452.0,10,2.38,38.8056755065918,Weak
EXC,2024-12-20,20813900,4.63,99.3,3.01,1.31,6923245.0,2998069.0,15917452.0,10,2.38,36.03334045410156,Weak
EXC,2025-04-07,17543600,3.54,97.9,2.53,1.1,6923245.0,2998069.0,15917452.0,10,2.38,43.90365219116211,Weak
EXC,2025-04-08,22010000,5.03,99.8,3.18,1.38,6923245.0,2998069.0,15917452.0,10,2.38,43.70716857910156,Weak
EXC,2025-04-09,20037600,4.37,99.0,2.89,1.26,6923245.0,2998069.0,15917452.0,10,2.38,43.52051162719727,Weak
EXC,2025-05-30,20942200,4.68,99.5,3.02,1.32,6923245.0,2998069.0,15917452.0,10,2.38,43.4332389831543,Weak
CSCO,2024-03-15,57049200,4.38,99.0,2.85,1.26,20032051.0,8443773.0,45363369.0,11,2.61,46.8367919921875,Weak
CSCO,2024-05-16,47829400,3.29,98.1,2.39,1.05,20032051.0,8443773.0,45363369.0,11,2.61,46.65007400512695,Weak
CSCO,2024-06-21,64967000,5.32,99.5,3.24,1.43,20032051.0,8443773.0,45363369.0,11,2.61,45.63677597045898,Weak
CSCO,2024-08-15,45976400,3.07,97.6,2.3,1.01,20032051.0,8443773.0,45363369.0,11,2.61,47.234657287597656,Weak
CSCO,2024-11-25,52408200,3.83,98.6,2.62,1.16,20032051.0,8443773.0,45363369.0,11,2.61,57.60906600952149,Weak
CSCO,2024-12-20,69544600,5.86,100.0,3.47,1.53,20032051.0,8443773.0,45363369.0,11,2.61,57.39330291748047,Weak
CSCO,2025-03-21,65935200,5.44,99.8,3.29,1.45,20032051.0,8443773.0,45363369.0,11,2.61,59.542022705078125,Weak
CSCO,2025-04-07,46816200,3.17,97.9,2.34,1.03,20032051.0,8443773.0,45363369.0,11,2.61,54.08475875854492,Weak
CSCO,2025-04-09,53380800,3.95,98.8,2.66,1.18,20032051.0,8443773.0,45363369.0,11,2.61,57.78252410888672,Weak
CSCO,2025-05-15,60718000,4.82,99.3,3.03,1.34,20032051.0,8443773.0,45363369.0,11,2.61,63.875885009765625,Weak
CSCO,2025-06-20,50421700,3.6,98.3,2.52,1.11,20032051.0,8443773.0,45363369.0,11,2.61,65.92356872558594,Weak
FTNT,2024-02-07,25551100,5.46,99.8,4.68,1.55,5464436.0,3679613.0,16503276.0,7,1.66,70.02999877929688,Weak
FTNT,2024-05-07,18440300,3.53,99.3,3.37,1.12,5464436.0,3679613.0,16503276.0,7,1.66,59.43000030517578,Weak
FTNT,2024-06-21,16729000,3.06,98.6,3.06,1.01,5464436.0,3679613.0,16503276.0,7,1.66,58.560001373291016,Weak
FTNT,2024-08-07,23535600,4.91,99.5,4.31,1.43,5464436.0,3679613.0,16503276.0,7,1.66,69.93000030517578,Weak
FTNT,2025-05-30,17093000,3.16,99.0,3.13,1.04,5464436.0,3679613.0,16503276.0,7,1.66,101.77999877929688,Weak
FTNT,2025-08-07,47433000,11.41,100.0,8.68,2.87,5464436.0,3679613.0,16503276.0,7,1.66,75.30000305175781,Moderate
FTNT,2025-08-08,17024500,3.14,98.8,3.12,1.03,5464436.0,3679613.0,16503276.0,7,1.66,74.38999938964844,Weak
SBUX,2024-05-01,66610700,5.99,99.8,6.27,1.72,10621863.0,9352942.0,38680688.0,6,1.43,71.61028289794922,Weak
SBUX,2024-08-13,157215500,15.67,100.0,14.8,4.06,10621863.0,9352942.0,38680688.0,6,1.43,92.95443725585938,Very Strong
SBUX,2024-08-14,45737800,3.75,99.5,4.31,1.18,10621863.0,9352942.0,38680688.0,6,1.43,91.015869140625,Weak
SBUX,2025-01-29,40769300,3.22,98.8,3.84,1.05,10621863.0,9352942.0,38680688.0,6,1.43,106.53598022460938,Weak
SBUX,2025-04-30,41297000,3.28,99.0,3.89,1.07,10621863.0,9352942.0,38680688.0,6,1.43,78.96935272216797,Weak
SBUX,2025-07-30,44794700,3.65,99.3,4.22,1.16,10621863.0,9352942.0,38680688.0,6,1.43,92.15196990966795,Weak
WDAY,2024-05-24,15622800,4.87,99.8,6.33,1.48,2469186.0,2700092.0,10569461.0,4,0.95,220.9100036621093,Weak
WDAY,2024-11-27,13910300,4.24,99.5,5.63,1.32,2469186.0,2700092.0,10569461.0,4,0.95,253.3999938964844,Weak
WDAY,2024-12-09,11581000,3.37,99.3,4.69,1.1,2469186.0,2700092.0,10569461.0,4,0.95,279.9100036621094,Weak
WDAY,2024-12-20,46874100,16.45,100.0,18.98,4.43,2469186.0,2700092.0,10569461.0,4,0.95,273.0400085449219,Very Strong
SHOP,2024-02-13,40164900,3.92,99.0,4.25,1.22,9445003.0,7832675.0,32943028.0,8,1.9,77.18000030517578,Weak
SHOP,2024-05-08,58311600,6.24,99.5,6.17,1.77,9445003.0,7832675.0,32943028.0,8,1.9,62.72999954223633,Weak
SHOP,2024-08-07,49976600,5.17,99.3,5.29,1.52,9445003.0,7832675.0,32943028.0,8,1.9,63.88999938964844,Weak
SHOP,2024-11-12,63946200,6.96,99.8,6.77,1.94,9445003.0,7832675.0,32943028.0,8,1.9,108.91999816894533,Weak
SHOP,2025-02-11,34842700,3.24,98.3,3.69,1.06,9445003.0,7832675.0,32943028.0,8,1.9,123.58999633789062,Weak
SHOP,2025-05-08,36455400,3.45,98.6,3.86,1.11,9445003.0,7832675.0,32943028.0,8,1.9,94.0,Weak
SHOP,2025-05-16,96081400,11.06,100.0,10.17,2.92,9445003.0,7832675.0,32943028.0,8,1.9,110.75,Moderate
SHOP,2025-08-06,38572100,3.72,98.8,4.08,1.17,9445003.0,7832675.0,32943028.0,8,1.9,154.89999389648438,Weak
DASH,2024-02-16,19465500,3.8,99.5,4.81,1.2,4048081.0,4060434.0,16229383.0,3,0.71,116.01000213623048,Weak
DASH,2024-05-02,22134800,4.45,99.8,5.47,1.36,4048081.0,4060434.0,16229383.0,3,0.71,114.30999755859376,Weak
DASH,2025-03-21,73637400,17.14,100.0,18.19,4.54,4048081.0,4060434.0,16229383.0,3,0.71,190.6199951171875,Very Strong
AMD,2024-01-18,131864900,3.56,99.3,2.61,1.11,50598229.0,22802923.0,119007000.0,9,2.14,162.6699981689453,Weak
AMD,2024-01-19,140367900,3.94,100.0,2.77,1.18,50598229.0,22802923.0,119007000.0,9,2.14,174.22999572753906,Weak
AMD,2024-01-22,122973800,3.17,98.6,2.43,1.03,50598229.0,22802923.0,119007000.0,9,2.14,168.17999267578125,Weak
AMD,2024-01-24,125516400,3.29,98.8,2.48,1.05,50598229.0,22802923.0,119007000.0,9,2.14,178.2899932861328,Weak
AMD,2024-01-25,127171400,3.36,99.0,2.51,1.07,50598229.0,22802923.0,119007000.0,9,2.14,180.3300018310547,Weak
AMD,2024-01-30,122265700,3.14,98.3,2.42,1.03,50598229.0,22802923.0,119007000.0,9,2.14,172.05999755859375,Weak
AMD,2024-01-31,133157300,3.62,99.5,2.63,1.12,50598229.0,22802923.0,119007000.0,9,2.14,167.69000244140625,Weak
AMD,2024-03-08,120815200,3.08,98.1,2.39,1.02,50598229.0,22802923.0,119007000.0,9,2.14,207.38999938964844,Weak
AMD,2025-08-06,133641800,3.64,99.8,2.64,1.12,50598229.0,22802923.0,119007000.0,9,2.14,163.1199951171875,Weak
TSLA,2024-04-29,243869700,4.15,99.8,2.48,1.2,98263724.0,35087224.0,203525397.0,9,2.14,194.0500030517578,Weak
TSLA,2024-07-02,205047900,3.04,98.6,2.09,1.01,98263724.0,35087224.0,203525397.0,9,2.14,231.259994506836,Weak
TSLA,2024-07-11,221707300,3.52,99.5,2.26,1.09,98263724.0,35087224.0,203525397.0,9,2.14,241.02999877929688,Weak
TSLA,2024-10-24,204491900,3.03,98.1,2.08,1.0,98263724.0,35087224.0,203525397.0,9,2.14,260.4800109863281,Weak
TSLA,2024-11-08,204782800,3.04,98.3,2.08,1.01,98263724.0,35087224.0,203525397.0,9,2.14,321.2200012207031,Weak
TSLA,2024-11-11,210521600,3.2,98.8,2.14,1.03,98263724.0,35087224.0,203525397.0,9,2.14,350.0,Weak
TSLA,2025-04-02,212787800,3.26,99.0,2.17,1.05,98263724.0,35087224.0,203525397.0,9,2.14,282.760009765625,Weak
TSLA,2025-04-09,219433400,3.45,99.3,2.23,1.08,98263724.0,35087224.0,203525397.0,9,2.14,272.20001220703125,Weak
TSLA,2025-06-05,287499800,5.39,100.0,2.93,1.41,98263724.0,35087224.0,203525397.0,9,2.14,284.70001220703125,Weak
CSX,2025-07-29,42665900,4.05,99.3,3.1,1.21,13773600.0,7129527.0,35162182.0,4,0.95,35.41999816894531,Weak
CSX,2025-08-19,42854400,4.08,99.5,3.11,1.22,13773600.0,7129527.0,35162182.0,4,0.95,36.52000045776367,Weak
CSX,2025-08-22,81210900,9.46,100.0,5.9,2.31,13773600.0,7129527.0,35162182.0,4,0.95,34.58000183105469,Moderate
CSX,2025-08-25,64358600,7.1,99.8,4.67,1.83,13773600.0,7129527.0,35162182.0,4,0.95,32.810001373291016,Weak
PANW,2024-02-21,87630400,12.23,100.0,12.42,3.27,7053871.0,6589085.0,26821125.0,9,2.14,130.98500061035156,Strong
PANW,2024-02-22,38594600,4.79,99.0,5.47,1.44,7053871.0,6589085.0,26821125.0,9,2.14,133.91000366210938,Weak
PANW,2024-02-23,30663000,3.58,98.8,4.35,1.14,7053871.0,6589085.0,26821125.0,9,2.14,141.0449981689453,Weak
PANW,2024-02-26,43874400,5.59,99.8,6.22,1.64,7053871.0,6589085.0,26821125.0,9,2.14,151.38999938964844,Weak
PANW,2024-02-27,42708600,5.41,99.5,6.05,1.59,7053871.0,6589085.0,26821125.0,9,2.14,157.375,Weak
PANW,2024-05-21,27524800,3.11,98.1,3.9,1.03,7053871.0,6589085.0,26821125.0,9,2.14,155.8300018310547,Weak
PANW,2025-07-30,42277200,5.35,99.3,5.99,1.58,7053871.0,6589085.0,26821125.0,9,2.14,183.02999877929688,Weak
PANW,2025-07-31,29824700,3.46,98.6,4.23,1.11,7053871.0,6589085.0,26821125.0,9,2.14,173.60000610351562,Weak
PANW,2025-08-19,27834500,3.15,98.3,3.95,1.04,7053871.0,6589085.0,26821125.0,9,2.14,181.5599975585937,Weak
MNST,2024-05-31,20482800,3.54,98.6,3.17,1.12,6457745.0,3964623.0,18351614.0,10,2.38,51.91999816894531,Weak
MNST,2024-06-03,26613800,5.08,99.0,4.12,1.45,6457745.0,3964623.0,18351614.0,10,2.38,51.88999938964844,Weak
MNST,2024-06-04,26337600,5.01,98.8,4.08,1.44,6457745.0,3964623.0,18351614.0,10,2.38,52.18999862670898,Weak
MNST,2024-06-05,36709500,7.63,100.0,5.68,2.0,6457745.0,3964623.0,18351614.0,10,2.38,52.0,Weak
MNST,2024-06-06,35094400,7.22,99.8,5.43,1.91,6457745.0,3964623.0,18351614.0,10,2.38,52.45000076293945,Weak
MNST,2024-06-07,18586500,3.06,97.9,2.88,1.01,6457745.0,3964623.0,18351614.0,10,2.38,52.68999862670898,Weak
MNST,2024-06-10,20168200,3.46,98.3,3.12,1.1,6457745.0,3964623.0,18351614.0,10,2.38,51.0,Weak
MNST,2024-06-12,27290100,5.25,99.3,4.23,1.49,6457745.0,3964623.0,18351614.0,10,2.38,49.77000045776367,Weak
MNST,2024-08-08,27323100,5.26,99.5,4.23,1.49,6457745.0,3964623.0,18351614.0,10,2.38,45.0099983215332,Weak
MNST,2025-04-08,19283900,3.24,98.1,2.99,1.05,6457745.0,3964623.0,18351614.0,10,2.38,55.0099983215332,Weak
CPRT,2024-02-23,13718500,3.35,98.3,2.77,1.07,4956366.0,2618284.0,12811219.0,9,2.14,51.380001068115234,Weak
CPRT,2024-06-28,25202500,7.73,100.0,5.08,1.97,4956366.0,2618284.0,12811219.0,9,2.14,54.15999984741211,Weak
CPRT,2025-05-23,20812400,6.06,99.8,4.2,1.62,4956366.0,2618284.0,12811219.0,9,2.14,53.66999816894531,Weak
CPRT,2025-05-27,14141200,3.51,98.6,2.85,1.1,4956366.0,2618284.0,12811219.0,9,2.14,52.81999969482422,Weak
CPRT,2025-05-30,16258300,4.32,99.0,3.28,1.27,4956366.0,2618284.0,12811219.0,9,2.14,51.47999954223633,Weak
CPRT,2025-06-16,13257000,3.17,98.1,2.67,1.03,4956366.0,2618284.0,12811219.0,9,2.14,48.38999938964844,Weak
CPRT,2025-06-20,14397400,3.61,98.8,2.9,1.12,4956366.0,2618284.0,12811219.0,9,2.14,47.970001220703125,Weak
CPRT,2025-07-15,18588200,5.21,99.5,3.75,1.45,4956366.0,2618284.0,12811219.0,9,2.14,45.900001525878906,Weak
CPRT,2025-09-05,17581600,4.82,99.3,3.55,1.37,4956366.0,2618284.0,12811219.0,9,2.14,48.56999969482422,Weak
